"","PROBEID","UNIPROT"
"68170","228855_at","A0A087WVP7"
"68171","228856_at","Q9BV97"
"68172","228856_at","B7Z5R0"
"68173","228856_at","B7ZAD9"
"68174","228856_at","A0A024QZG5"
"68175","228857_at","A0A024RCR2"
"68176","228857_at","B4DYK6"
"68177","228857_at","P36915"
"68178","228858_at",NA
"68179","228859_at","Q86YA3"
"68180","228860_at","Q7Z3V4"
"68181","228860_at","A0A024RBI2"
"68182","228861_at","O95674"
"68183","228862_at","E5RHT3"
"68184","228862_at","Q6P186"
"68185","228862_at","Q96NA8"
"68186","228862_at","A0AVG3"
"68187","228863_at","O14917"
"68188","228864_at","Q96CK0"
"68189","228865_at","Q9BW04"
"68190","228866_at",NA
"68191","228867_at","Q17R31"
"68192","228867_at","E9PP81"
"68193","228868_x_at","Q9H211"
"68194","228869_at","Q7Z614"
"68195","228870_at","Q96KN1"
"68196","228871_at","Q96F25"
"68197","228872_at","Q5VST6"
"68198","228873_at","Q8NFW1"
"68199","228874_at","Q6NSJ2"
"68200","228874_at","Q96HZ0"
"68201","228875_at","Q5T6X4"
"68202","228876_at","Q6UXY1"
"68203","228877_at","A0A0A0MRX4"
"68204","228877_at","Q3MIN7"
"68205","228878_s_at","P0CG36"
"68206","228878_s_at","A0A087X0G3"
"68207","228879_at",NA
"68208","228880_at","Q8N9F0"
"68209","228881_at","Q9H300"
"68210","228881_at","C9JNP8"
"68211","228882_at","P50607"
"68212","228883_at","A0A0S2Z6D3"
"68213","228883_at","Q7Z5B4"
"68214","228883_at","D3DQU6"
"68215","228883_at","B7Z3Z0"
"68216","228883_at","A0A0S2Z607"
"68217","228883_at","P50607"
"68218","228884_at","A0A140VJN2"
"68219","228884_at","B3KUK5"
"68220","228884_at","Q9C0I9"
"68221","228884_at","B4DW88"
"68222","228885_at","Q7Z304"
"68223","228886_at","A0A140VJN2"
"68224","228886_at","B3KUK5"
"68225","228886_at","Q9C0I9"
"68226","228886_at","B4DW88"
"68227","228887_x_at","Q9Y6R9"
"68228","228888_at","D0IN09"
"68229","228888_at","Q6ZMT1"
"68230","228889_at",NA
"68231","228890_at","Q96SQ7"
"68232","228891_at","Q92854"
"68233","228892_at","Q08AM8"
"68234","228892_at","Q8TEC5"
"68235","228893_at",NA
"68236","228894_at","F1DAM1"
"68237","228894_at","Q15406"
"68238","228894_at","F1D8S0"
"68239","228895_s_at","Q9Y576"
"68240","228895_s_at","B9A047"
"68241","228896_at",NA
"68242","228897_at","Q96Q80"
"68243","228898_s_at","Q96Q80"
"68244","228898_s_at","Q12824"
"68245","228898_s_at","G5E975"
"68246","228898_s_at","Q9H836"
"68247","228899_at",NA
"68248","228900_at","A0A024QYY9"
"68249","228900_at","B4DW07"
"68250","228900_at","B4E2A4"
"68251","228900_at","Q5M775"
"68252","228901_at","A0A024R880"
"68253","228901_at","P50750"
"68254","228902_at","P35658"
"68255","228902_at","B7ZAV2"
"68256","228903_at","Q5XG92"
"68257","228903_at","Q6P2E5"
"68258","228904_at","P14651"
"68259","228904_at","B3KNJ7"
"68260","228905_at","B9EIS5"
"68261","228905_at","A2RUU9"
"68262","228905_at","Q15154"
"68263","228906_at","Q8NFU7"
"68264","228907_at",NA
"68265","228908_s_at",NA
"68266","228909_at",NA
"68267","228910_at","P27701"
"68268","228911_at","Q9UFZ4"
"68269","228911_at","Q9UKP4"
"68270","228912_at","P09327"
"68271","228912_at","Q53F91"
"68272","228913_at",NA
"68273","228914_at",NA
"68274","228915_at","A0A087WY66"
"68275","228915_at","Q9UI36"
"68276","228915_at","A0A087WZA7"
"68277","228915_at","A0A087WZP2"
"68278","228916_at","Q2TBE0"
"68279","228917_at",NA
"68280","228918_at","Q8N370"
"68281","228919_at",NA
"68282","228920_at","Q3ZCT1"
"68283","228920_at","A8K5X7"
"68284","228921_at","A0A024R7K2"
"68285","228921_at","Q86VD7"
"68286","228921_at","Q8NHH2"
"68287","228922_at","B3KTY1"
"68288","228922_at","B4E1A9"
"68289","228922_at","B4DWP8"
"68290","228922_at","H0YLM1"
"68291","228923_at","P06703"
"68292","228924_s_at","Q9Y385"
"68293","228925_at",NA
"68294","228926_s_at","B4DSC8"
"68295","228926_s_at","P51531"
"68296","228926_s_at","Q8N9Q1"
"68297","228926_s_at","F6VDE0"
"68298","228926_s_at","F6T8Q0"
"68299","228926_s_at","B4DNT1"
"68300","228926_s_at","B1ALF6"
"68301","228926_s_at","Q56A76"
"68302","228927_at","Q8NF99"
"68303","228928_x_at","B3KM38"
"68304","228928_x_at","B4DE54"
"68305","228928_x_at","Q8N9N5"
"68306","228928_x_at","Q9NSS6"
"68307","228928_x_at","A0A0S2Z5M2"
"68308","228928_x_at","A0A0S2Z5C2"
"68309","228928_x_at","A0A0S2Z5G4"
"68310","228929_at","P24855"
"68311","228930_at",NA
"68312","228931_at","A0A024R890"
"68313","228931_at","Q9Y3A0"
"68314","228932_at","B4E1P5"
"68315","228932_at","Q9H9G7"
"68316","228933_at","Q6T4R5"
"68317","228934_x_at",NA
"68318","228935_at","Q2Y0W8"
"68319","228936_at",NA
"68320","228937_at","Q8IV20"
"68321","228938_at","P02686"
"68322","228938_at","A0A024R384"
"68323","228939_at","Q86UD1"
"68324","228940_at","O95168"
"68325","228941_at","Q5I7T1"
"68326","228941_at","Q5BKT4"
"68327","228942_s_at","Q5VWQ8"
"68328","228943_at","Q96JE9"
"68329","228944_at",NA
"68330","228945_s_at","A0A024RDG0"
"68331","228945_s_at","Q9C0K1"
"68332","228946_at","Q9ULD6"
"68333","228947_x_at","Q9BSN7"
"68334","228948_at","A0A024R452"
"68335","228948_at","P54764"
"68336","228948_at","E9PG71"
"68337","228949_at","Q5T9L3"
"68338","228950_s_at","Q5T9L3"
"68339","228951_at","H3BMC5"
"68340","228951_at","Q9NVC3"
"68341","228952_at","P22413"
"68342","228953_at","Q8TF30"
"68343","228954_at","Q5XG99"
"68344","228954_at","F6SJM1"
"68345","228954_at","B3KWE4"
"68346","228955_at","Q14114"
"68347","228956_at","Q16880"
"68348","228957_at","Q5T0B9"
"68349","228958_at","A0A024R1V4"
"68350","228958_at","P61353"
"68351","228958_at","P17023"
"68352","228959_at","Q15120"
"68353","228960_at","Q659A1"
"68354","228960_at","H0YNU9"
"68355","228960_at","A0A024R5V9"
"68356","228961_at","Q7Z3K6"
"68357","228962_at","A0A140VJR0"
"68358","228962_at","Q08499"
"68359","228963_at","Q6PCB5"
"68360","228964_at","O75626"
"68361","228964_at","B4DW27"
"68362","228964_at","Q5T4E8"
"68363","228965_s_at","Q9BZ23"
"68364","228965_s_at","D3DVZ1"
"68365","228965_s_at","Q6P1K9"
"68366","228966_at","Q9BZ23"
"68367","228966_at","D3DVZ1"
"68368","228966_at","Q6P1K9"
"68369","228967_at","P41567"
"68370","228967_at","Q6IAV3"
"68371","228968_at","Q6P9G9"
"68372","228968_at","Q7Z3P1"
"68373","228969_at","O95994"
"68374","228969_at","Q4JM46"
"68375","228970_at","Q8IWT0"
"68376","228970_at","D3DPQ2"
"68377","228970_at","A8K0B5"
"68378","228971_at","A0A024RBE8"
"68379","228971_at","Q00325"
"68380","228971_at","Q6MZF9"
"68381","228971_at","A0A024RBH9"
"68382","228972_at",NA
"68383","228973_at","Q15700"
"68384","228973_at","B7Z2T4"
"68385","228973_at","E9PN83"
"68386","228974_at","Q86XU0"
"68387","228975_at","B3KXP2"
"68388","228975_at","Q3SY56"
"68389","228976_at","O75144"
"68390","228976_at","B7Z1W8"
"68391","228976_at","A0N0L8"
"68392","228977_at",NA
"68393","228978_at",NA
"68394","228979_at","P0C7M3"
"68395","228980_at","Q8WZ73"
"68396","228981_at","A0A024R430"
"68397","228981_at","Q96HH4"
"68398","228982_s_at","Q9H9J4"
"68399","228983_at","Q53F19"
"68400","228984_at","A5YM72"
"68401","228985_at","Q5HYM3"
"68402","228985_at","Q9BZF1"
"68403","228985_at","A0A024RBB8"
"68404","228986_at","Q5HYM3"
"68405","228986_at","Q9BZF1"
"68406","228986_at","A0A024RBB8"
"68407","228987_at","A0A024R9G4"
"68408","228987_at","Q9NUQ9"
"68409","228988_at","Q9Y462"
"68410","228988_at","Q6PK66"
"68411","228989_at","Q8TAI1"
"68412","228990_at",NA
"68413","228991_at","A0A024RA85"
"68414","228991_at","Q14004"
"68415","228991_at","Q9BVE2"
"68416","228991_at","A0A024RA66"
"68417","228992_at","Q9H204"
"68418","228993_s_at","A8MTZ0"
"68419","228994_at","Q8N4L8"
"68420","228995_at","Q5T5Y3"
"68421","228996_at","B9EGU6"
"68422","228996_at","Q5TC82"
"68423","228996_at","B7ZMB3"
"68424","228997_at","Q9NX07"
"68425","228998_at","A0A024R1N5"
"68426","228998_at","Q9UPQ9"
"68427","228999_at","O14647"
"68428","229000_at","Q15935"
"68429","229001_at","Q9H7J1"
"68430","229002_at","Q5VUD6"
"68431","229002_at","A0A024R8I5"
"68432","229003_x_at","Q5VUD6"
"68433","229003_x_at","A0A024R8I5"
"68434","229004_at","Q8TE58"
"68435","229005_at","Q6DN12"
"68436","229006_at",NA
"68437","229007_at",NA
"68438","229008_at","A0A140VK66"
"68439","229008_at","Q8WVS4"
"68440","229009_at","Q8N196"
"68441","229010_at","P22681"
"68442","229011_at","A0A024RAT0"
"68443","229011_at","P54849"
"68444","229012_at","Q8NCR6"
"68445","229013_at","Q6N043"
"68446","229013_at","H0YL38"
"68447","229014_at",NA
"68448","229015_at",NA
"68449","229016_s_at","Q05GC8"
"68450","229016_s_at","Q96PN7"
"68451","229017_s_at","Q6XUX3"
"68452","229018_at","Q8N6Q8"
"68453","229019_at","Q569K4"
"68454","229020_x_at","Q9H6S3"
"68455","229021_at","Q6DN12"
"68456","229022_at","A0A024RC04"
"68457","229022_at","P17010"
"68458","229022_at","Q59EB9"
"68459","229022_at","Q8WXB7"
"68460","229023_at","Q587I9"
"68461","229024_at","Q9ULK6"
"68462","229025_s_at","Q96LU5"
"68463","229026_at","Q9NRR3"
"68464","229027_at","A0A024R6A5"
"68465","229027_at","P35813"
"68466","229027_at","B2R8E4"
"68467","229028_s_at","A8K0M5"
"68468","229028_s_at","Q8IVW1"
"68469","229028_s_at","A0A087WVX3"
"68470","229028_s_at","A0A087WY76"
"68471","229028_s_at","I3L1V5"
"68472","229028_s_at","I3L3L1"
"68473","229029_at","Q16566"
"68474","229030_at","A6NHC0"
"68475","229030_at","B1B154"
"68476","229031_at",NA
"68477","229032_at","Q2TBF2"
"68478","229033_s_at","J3KNX4"
"68479","229033_s_at","Q2TAK8"
"68480","229034_at","A7XYQ1"
"68481","229034_at","Q24K27"
"68482","229035_s_at","Q8TBB5"
"68483","229036_at","A0A024R1N5"
"68484","229036_at","Q9UPQ9"
"68485","229037_at","Q86WT6"
"68486","229037_at","H0YL66"
"68487","229038_at","Q69YN2"
"68488","229038_at","D3DR67"
"68489","229038_at","A0A0S2Z5E9"
"68490","229039_at","A0A087X2E3"
"68491","229039_at","Q59GM1"
"68492","229039_at","Q92777"
"68493","229039_at","A0A087WW96"
"68494","229039_at","B3KRB3"
"68495","229039_at","Q86VA8"
"68496","229040_at",NA
"68497","229041_s_at",NA
"68498","229042_s_at","Q14204"
"68499","229043_at","Q8NDF8"
"68500","229043_at","A0A024R6Q7"
"68501","229044_at","P0C025"
"68502","229045_at","Q7Z614"
"68503","229046_s_at","A0A024R5J2"
"68504","229046_s_at","Q9UF11"
"68505","229046_s_at","A0A024R5H7"
"68506","229046_s_at","A0A024R5H9"
"68507","229047_at","A0A024R5J2"
"68508","229047_at","Q9UF11"
"68509","229047_at","A0A024R5H7"
"68510","229047_at","A0A024R5H9"
"68511","229048_at",NA
"68512","229049_at",NA
"68513","229050_s_at",NA
"68514","229051_at","Q96QA6"
"68515","229052_at","Q86SG2"
"68516","229052_at","Q53RE8"
"68517","229053_at","H3BN78"
"68518","229053_at","H3BRH9"
"68519","229053_at","Q9BSW7"
"68520","229054_at",NA
"68521","229055_at","A1A5B2"
"68522","229055_at","Q15743"
"68523","229055_at","A0A024R6D5"
"68524","229056_at",NA
"68525","229057_at","Q99250"
"68526","229058_at","Q6P6B7"
"68527","229059_at",NA
"68528","229060_at","Q96QA6"
"68529","229061_s_at","Q9UJS0"
"68530","229062_at","Q6T311"
"68531","229063_s_at","Q8N4T4"
"68532","229063_s_at","Q8WV48"
"68533","229064_s_at","A0A024RAH2"
"68534","229064_s_at","Q9UKA8"
"68535","229065_at","Q8IY50"
"68536","229066_at",NA
"68537","229067_at",NA
"68538","229068_at","B4DX08"
"68539","229068_at","E9PCA1"
"68540","229068_at","V9HW37"
"68541","229068_at","B4DYC8"
"68542","229068_at","E7ENZ3"
"68543","229068_at","P48643"
"68544","229068_at","B4DDU6"
"68545","229068_at","B7ZAR1"
"68546","229069_at","P82979"
"68547","229070_at","Q96IZ2"
"68548","229071_at","D3DTM5"
"68549","229072_at","A8K5R1"
"68550","229072_at","Q15771"
"68551","229073_at","Q2VWP7"
"68552","229074_at","A0A024R9N6"
"68553","229074_at","A8K9B9"
"68554","229074_at","Q9H223"
"68555","229075_at","Q8NB90"
"68556","229076_s_at","Q549C5"
"68557","229076_s_at","Q9NS69"
"68558","229077_at","Q9BVA0"
"68559","229078_s_at","A0A024RDS7"
"68560","229078_s_at","Q8IXQ4"
"68561","229079_at","A2ABF8"
"68562","229079_at","B7Z852"
"68563","229079_at","Q96KQ7"
"68564","229079_at","Q59FM7"
"68565","229079_at","A0A024RCN9"
"68566","229079_at","A2ABF9"
"68567","229080_at","Q96A83"
"68568","229081_at","Q9UJS0"
"68569","229082_at","B4DSR1"
"68570","229082_at","Q2HJ12"
"68571","229082_at","Q86Z20"
"68572","229083_at","Q13151"
"68573","229084_at","A0A024R2E5"
"68574","229084_at","Q8IWV2"
"68575","229085_at","A0A024R2R0"
"68576","229085_at","Q96PB8"
"68577","229086_at",NA
"68578","229087_s_at","Q969W3"
"68579","229087_s_at","J3KT76"
"68580","229087_s_at","J3KSI9"
"68581","229088_at","P22413"
"68582","229089_at","Q6ZSB9"
"68583","229090_at",NA
"68584","229091_s_at","Q5T5M9"
"68585","229092_at","P24468"
"68586","229092_at","F1D8R0"
"68587","229093_at","Q674R7"
"68588","229093_at","P29474"
"68589","229093_at","A0S0A6"
"68590","229093_at","A0A0A0MTA6"
"68591","229094_at",NA
"68592","229095_s_at",NA
"68593","229096_at",NA
"68594","229097_at","B4DPV3"
"68595","229097_at","Q9NSV4"
"68596","229098_s_at","Q7Z6I8"
"68597","229099_at","Q6UW78"
"68598","229100_s_at","Q9Y584"
"68599","229101_at","Q96F46"
"68600","229102_at","Q9BUP3"
"68601","229103_at","P56703"
"68602","229104_s_at","O43194"
"68603","229105_at","O43194"
"68604","229106_at","Q96FJ2"
"68605","229107_at",NA
"68606","229108_at",NA
"68607","229109_s_at","A0A140VJF4"
"68608","229109_s_at","P53004"
"68609","229110_at","Q9UI40"
"68610","229111_at",NA
"68611","229112_at","Q9NXA8"
"68612","229112_at","A0A024R012"
"68613","229113_s_at","Q6ZRT9"
"68614","229113_s_at","Q6NZ36"
"68615","229113_s_at","A0A024R0B3"
"68616","229113_s_at","Q7Z4P6"
"68617","229114_at","Q13480"
"68618","229114_at","Q9HA84"
"68619","229115_at","Q14204"
"68620","229116_at","Q8WXI2"
"68621","229116_at","B3KPN2"
"68622","229117_s_at","P17535"
"68623","229118_at","Q9BZD7"
"68624","229119_s_at","A0A024RD64"
"68625","229119_s_at","Q19AV6"
"68626","229120_s_at","Q9NRR8"
"68627","229121_at","Q99788"
"68628","229122_x_at","Q9BTE2"
"68629","229122_x_at","Q12980"
"68630","229122_x_at","B7Z220"
"68631","229122_x_at","B7Z6Q0"
"68632","229123_at","Q9NZL3"
"68633","229124_at","A0A024R0B1"
"68634","229124_at","P58294"
"68635","229125_at","Q5T7N3"
"68636","229125_at","B1ALP6"
"68637","229126_at","A0A024RBA1"
"68638","229126_at","Q96HH6"
"68639","229127_at","P57087"
"68640","229128_s_at","Q9BTT0"
"68641","229128_s_at","B4E0D5"
"68642","229128_s_at","E9PLC4"
"68643","229129_at","Q14103"
"68644","229129_at","A0A024RDF4"
"68645","229129_at","A0A024RDB4"
"68646","229129_at","A0A024RDF3"
"68647","229130_at",NA
"68648","229131_at","Q9NVH0"
"68649","229131_at","A8K948"
"68650","229131_at","Q86TX3"
"68651","229132_at","Q8IUF8"
"68652","229133_s_at","Q8NF99"
"68653","229134_at","Q8TAA9"
"68654","229134_at","A0A024R0E3"
"68655","229135_at","A0A024R419"
"68656","229135_at","Q9NYY8"
"68657","229136_s_at",NA
"68658","229137_at","P04066"
"68659","229137_at","B5MDC5"
"68660","229138_at","Q9NR21"
"68661","229139_at","Q7Z682"
"68662","229139_at","Q9HDC5"
"68663","229139_at","Q86VR1"
"68664","229140_at","Q8NAF0"
"68665","229141_at","Q9C0J8"
"68666","229141_at","Q587I9"
"68667","229142_s_at","Q8NFJ9"
"68668","229143_at","A0A024R4R3"
"68669","229143_at","O75175"
"68670","229144_at","Q674X7"
"68671","229145_at","C5H3H2"
"68672","229145_at","Q96DE5"
"68673","229145_at","A0A087WUN5"
"68674","229146_at","Q8N865"
"68675","229147_at","Q6ZTQ3"
"68676","229148_at",NA
"68677","229149_at",NA
"68678","229150_at",NA
"68679","229151_at","Q13336"
"68680","229151_at","G0W2N5"
"68681","229151_at","B4DFJ8"
"68682","229151_at","B4DHU3"
"68683","229151_at","F5GWS2"
"68684","229152_at","Q540F3"
"68685","229152_at","Q8NFU4"
"68686","229153_at","Q96CW6"
"68687","229154_at","Q9GZT5"
"68688","229155_at","Q9H4Y5"
"68689","229156_s_at",NA
"68690","229157_at",NA
"68691","229158_at","Q96J92"
"68692","229159_at","Q9UPZ6"
"68693","229160_at","Q5H9M0"
"68694","229161_at",NA
"68695","229162_s_at","Q969K4"
"68696","229163_at","Q7Z7J9"
"68697","229164_s_at","Q969K4"
"68698","229165_at","P52815"
"68699","229166_s_at","A0A024R7M6"
"68700","229166_s_at","Q86YP4"
"68701","229166_s_at","A0A024R7K7"
"68702","229167_at","Q00577"
"68703","229168_at","Q86Y22"
"68704","229169_at","Q5T0N1"
"68705","229170_s_at","Q5T0N1"
"68706","229171_at","B2RD01"
"68707","229172_at","B7ZLP2"
"68708","229172_at","Q96MM6"
"68709","229172_at","B4DLR4"
"68710","229172_at","Q5BKZ8"
"68711","229172_at","Q5JX83"
"68712","229173_at","Q9C0E8"
"68713","229173_at","B7Z829"
"68714","229174_at","Q5JPI3"
"68715","229174_at","D3DU39"
"68716","229175_at","Q8IYR2"
"68717","229176_at","Q9HCJ1"
"68718","229177_at","Q6UX73"
"68719","229178_at","Q2VWP7"
"68720","229179_at","A8K7B1"
"68721","229179_at","Q96T51"
"68722","229180_at","Q8IX03"
"68723","229181_s_at","Q9NVX0"
"68724","229181_s_at","H3BP16"
"68725","229181_s_at","A0A024R9M5"
"68726","229181_s_at","A0A024R9P0"
"68727","229182_at","Q8N511"
"68728","229183_at","A0A024RC45"
"68729","229183_at","Q719H9"
"68730","229184_at","B4DH21"
"68731","229184_at","O60583"
"68732","229185_at","A8K1Z4"
"68733","229185_at","P42702"
"68734","229186_s_at","Q9NTW7"
"68735","229186_s_at","Q9NPA5"
"68736","229186_s_at","B3KQX0"
"68737","229187_at",NA
"68738","229188_s_at","A0A090N8Y8"
"68739","229188_s_at","Q8NHG8"
"68740","229189_s_at",NA
"68741","229190_at",NA
"68742","229191_at","Q9BTW9"
"68743","229192_s_at","Q9BTW9"
"68744","229193_at","J3KPP4"
"68745","229193_at","Q86Y74"
"68746","229193_at","O95232"
"68747","229193_at","A8K3C5"
"68748","229194_at","Q86SE9"
"68749","229195_at","Q9BRJ9"
"68750","229196_at","A0A024R4Z3"
"68751","229196_at","Q96PZ2"
"68752","229197_at","A0A1B0GW41"
"68753","229197_at","Q8WYH8"
"68754","229198_at","Q9P2H5"
"68755","229199_at","Q15858"
"68756","229200_at",NA
"68757","229201_at","B2RCU6"
"68758","229201_at","O75914"
"68759","229202_at","A6NKB5"
"68760","229202_at","B3KNZ5"
"68761","229203_at","Q6L9W6"
"68762","229203_at","Q8N9V0"
"68763","229204_at","Q5SSJ5"
"68764","229205_at",NA
"68765","229206_at",NA
"68766","229207_x_at","Q5TA31"
"68767","229208_at","Q9NVX0"
"68768","229208_at","H3BP16"
"68769","229208_at","A0A024R9M5"
"68770","229208_at","A0A024R9P0"
"68771","229209_at",NA
"68772","229210_at","Q5TBB1"
"68773","229210_at","Q8N451"
"68774","229211_at","Q4G0W2"
"68775","229212_at",NA
"68776","229213_at","Q96SL1"
"68777","229214_at","O15400"
"68778","229215_at","Q99929"
"68779","229216_s_at","P68400"
"68780","229217_at","Q02447"
"68781","229217_at","Q59FX5"
"68782","229217_at","B7ZLN9"
"68783","229217_at","Q86TP0"
"68784","229218_at","A0A0S2Z3H5"
"68785","229218_at","P08123"
"68786","229219_s_at","A0A087X0T5"
"68787","229219_s_at","Q96AB6"
"68788","229220_x_at","Q5C9Z4"
"68789","229221_at","P16070"
"68790","229222_at","A0A0B4J1R2"
"68791","229222_at","Q9H6R3"
"68792","229223_at",NA
"68793","229224_x_at",NA
"68794","229225_at","O60462"
"68795","229225_at","Q7LBX6"
"68796","229225_at","Q7Z3T9"
"68797","229225_at","X5D2Q8"
"68798","229225_at","A0A024R412"
"68799","229225_at","A0A024R3W6"
"68800","229226_at",NA
"68801","229227_at",NA
"68802","229228_at","Q02930"
"68803","229229_at","Q9BYV1"
"68804","229230_at","Q86UW1"
"68805","229231_at","B4DSJ3"
"68806","229231_at","B4DZ43"
"68807","229231_at","F5H5K1"
"68808","229231_at","Q96QE4"
"68809","229232_at","A0A024R9M3"
"68810","229232_at","Q8N9N7"
"68811","229233_at","B9EGV5"
"68812","229233_at","P56975"
"68813","229233_at","B3KVG8"
"68814","229233_at","D9ZHP6"
"68815","229234_at","Q5HYM0"
"68816","229235_at","Q8NCF5"
"68817","229236_s_at","Q6P4A7"
"68818","229237_s_at","A0A024R6I1"
"68819","229237_s_at","O00409"
"68820","229238_at","A0A0H4IV28"
"68821","229238_at","Q6ZQX7"
"68822","229239_x_at","Q96BD0"
"68823","229240_at","Q8IVQ6"
"68824","229241_at","Q86WU2"
"68825","229242_at","O95150"
"68826","229242_at","A0A0U5JA19"
"68827","229243_at",NA
"68828","229244_at","B7Z661"
"68829","229244_at","Q13449"
"68830","229245_at","Q9Y2H5"
"68831","229246_at","Q07955"
"68832","229246_at","Q59FA2"
"68833","229247_at","Q53RD9"
"68834","229248_at","Q9Y5K5"
"68835","229249_at",NA
"68836","229250_at","Q59G56"
"68837","229250_at","Q8NHX9"
"68838","229251_s_at","Q59G56"
"68839","229251_s_at","Q8NHX9"
"68840","229252_at","Q674R7"
"68841","229253_at","A8K0C9"
"68842","229253_at","Q5T1C6"
"68843","229254_at","Q8N468"
"68844","229254_at","Q96KX6"
"68845","229255_x_at","O14653"
"68846","229255_x_at","I3NI02"
"68847","229255_x_at","A0A1W2PQE0"
"68848","229255_x_at","A0A1W2PR02"
"68849","229255_x_at","A0A1W2PQM3"
"68850","229255_x_at","A0A1W2PRL0"
"68851","229256_at","Q6PCE3"
"68852","229257_at","A3KMH2"
"68853","229257_at","O15417"
"68854","229258_at","B1ALC3"
"68855","229258_at","Q96FN5"
"68856","229259_at","P14136"
"68857","229259_at","A7REI1"
"68858","229259_at","K7EMP8"
"68859","229259_at","A0A1X7SBR3"
"68860","229260_at","Q8NC54"
"68861","229261_at",NA
"68862","229262_at","O75864"
"68863","229263_at","Q8NFM7"
"68864","229263_at","B4DXM5"
"68865","229264_at",NA
"68866","229265_at","P12755"
"68867","229266_at","Q6ZSJ9"
"68868","229267_at","Q9H1A4"
"68869","229268_at","Q96BN8"
"68870","229269_x_at","Q9BWG4"
"68871","229270_x_at","Q9BWG4"
"68872","229271_x_at","P12107"
"68873","229271_x_at","Q59HB5"
"68874","229272_at","Q8N3X1"
"68875","229273_at","Q9NSC2"
"68876","229274_at","A0A0S2Z3H8"
"68877","229274_at","O95467"
"68878","229274_at","P63092"
"68879","229274_at","Q5FWY2"
"68880","229274_at","P84996"
"68881","229274_at","B0AZR9"
"68882","229274_at","Q14455"
"68883","229274_at","Q5JWD1"
"68884","229274_at","Q5JWF2"
"68885","229274_at","A0A0S2Z3S5"
"68886","229275_at","Q86VF2"
"68887","229276_at","Q9P2J2"
"68888","229277_at","P08588"
"68889","229278_at","Q70EK9"
"68890","229279_at",NA
"68891","229280_s_at",NA
"68892","229281_at","Q8IXF0"
"68893","229281_at","X5D2Q4"
"68894","229281_at","X5D988"
"68895","229281_at","X5D7M0"
"68896","229282_at","Q92908"
"68897","229283_at",NA
"68898","229284_at","A0A140VJP2"
"68899","229284_at","Q9NZL9"
"68900","229285_at","Q05823"
"68901","229286_at","Q9HCI5"
"68902","229287_at","Q96RV3"
"68903","229288_at","Q15375"
"68904","229289_at","Q6IPT2"
"68905","229290_at","A0PJW8"
"68906","229290_at","M1E9T5"
"68907","229291_at","Q96T37"
"68908","229292_at","Q9HCM4"
"68909","229293_at",NA
"68910","229294_at","F8W9A3"
"68911","229294_at","Q96HD8"
"68912","229294_at","B4DIC1"
"68913","229294_at","Q8WXH2"
"68914","229295_at","Q96F46"
"68915","229296_at",NA
"68916","229297_at","A0A024R6E4"
"68917","229297_at","Q9NWQ4"
"68918","229297_at","A0A024R6J0"
"68919","229298_at","Q8WVZ9"
"68920","229299_at","Q4G0N4"
"68921","229299_at","A0A024R048"
"68922","229299_at","B7Z8V7"
"68923","229300_at","Q96E17"
"68924","229301_at",NA
"68925","229302_at","Q8NBL3"
"68926","229303_at","B4DGZ4"
"68927","229303_at","O75533"
"68928","229304_s_at","Q71F23"
"68929","229305_at","Q71F23"
"68930","229306_at","A6NLJ0"
"68931","229307_at","O15084"
"68932","229307_at","A0A024R2G8"
"68933","229308_at","Q8N6D5"
"68934","229309_at","P08588"
"68935","229310_at","Q96CT2"
"68936","229311_at","Q5VSY0"
"68937","229312_s_at","Q5VSY0"
"68938","229313_at","Q75V66"
"68939","229314_at",NA
"68940","229315_at",NA
"68941","229316_at","A0A024R7M2"
"68942","229316_at","Q9BQD3"
"68943","229317_at","O15131"
"68944","229318_at",NA
"68945","229319_at",NA
"68946","229320_at","Q6NV74"
"68947","229321_s_at",NA
"68948","229322_at","Q16537"
"68949","229323_at",NA
"68950","229324_x_at","Q9NPH2"
"68951","229324_x_at","A0A140VK73"
"68952","229325_at","Q8IYH5"
"68953","229326_at","Q2QBA2"
"68954","229326_at","O75888"
"68955","229326_at","B3KR02"
"68956","229327_s_at","O75444"
"68957","229327_s_at","H3BP11"
"68958","229328_at",NA
"68959","229329_s_at",NA
"68960","229330_at",NA
"68961","229331_at","Q8TC71"
"68962","229331_at","A0A140VKF4"
"68963","229332_at","Q96IR7"
"68964","229333_at","A0A140VJK6"
"68965","229333_at","P49915"
"68966","229334_at","Q7L099"
"68967","229334_at","B4DKC2"
"68968","229334_at","A0A024RDD7"
"68969","229334_at","B4DG59"
"68970","229335_at","Q8NFZ8"
"68971","229336_at","A0A024QZA4"
"68972","229336_at","B3KXG9"
"68973","229336_at","Q16842"
"68974","229337_at","O75604"
"68975","229338_at",NA
"68976","229339_at","Q8IZQ8"
"68977","229340_at","Q5M9Q1"
"68978","229341_at","Q9NZI6"
"68979","229342_at","Q53F19"
"68980","229343_at","Q9NYZ3"
"68981","229344_x_at","Q9ULI2"
"68982","229345_at","Q86UN3"
"68983","229346_at","P48681"
"68984","229346_at","Q9H6U9"
"68985","229347_at",NA
"68986","229348_at","Q9Y5Z9"
"68987","229349_at","Q6ZN17"
"68988","229349_at","A0A1B0GVD3"
"68989","229350_x_at","B4E0C4"
"68990","229350_x_at","E9PNI7"
"68991","229350_x_at","Q53GL7"
