Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
Q9BX93	124170
Q9BYE3	124171
Q96PD7	124172
Q9BY08	124173
P58062	124174
Q9BXG8	124175
Q49A26	124176
Q9H1E1	124179
Q9C005	124181
Q9BZE0	124182
Q86TC9	124185
Q9BYI3	124188
Q8NFA0	124189
Q9BX69	124193
Q9BYV6	124194
Q969Q1	124195
Q8NHM5	124197
Q96T83	124198
Q96QU6	124199
Q9BX68	124200
Q96T92	124201
Q96SB3	124202
Q8NCR6	124203
Q8NHS9	124205
Q96KD3	124206
Q96PE7	124208
P58215	124210
Q96SE0	124211
Q68CJ9	124213
Q8IUG5	124214
Q96KJ9	124215
Q969Y2	124216
Q8TD30	124217
Q9BXY8	124218
Q8TBB1	124219
Q8TDB4	124220
Q7Z4V5	124221
Q8TEQ8	124223
Q6PGN9	124224
Q96JA3	124225
Q5JSZ5	124226
Q99619	124227
Q14781	124228
Q96KN2	124230
A6NIH7	124237
Q70CQ3	124238
Q6P4F1	124239
Q6UX72	124240
Q9BSM1	124243
Q9BSK1	124246
Q9BSW2	124247
Q9BSJ1	124248
Q567V2	124249
Q96SK3	124252
Q9BSU3	124254
Q86Y97	124257
Q9BQE3	124259
Q7Z4H9	124261
Q8N2H3	124263
Q53EU6	124267
Q8NBP5	124268
Q8NI38	124269
Q5SV97	124270
Q9BRD0	124272
Q9BRC7	124273
Q8WWV3	124276
Q9BRA2	124277
Q8NAC3	124278
Q03252	124281
Q7L513	124282
Q587I9	124284
Q96IZ2	124285
Q96IX5	124287
Q96IU4	124289
Q96IT1	124291
Q96IR7	124294
Q7RTV0	124296
Q96A61	124301
Q96F45	124306
Q96II8	124307
Q53GT1	124308
Q8IUF8	124309
Q17RM4	124310
Q86YD3	124311
P54829	124312
Q8TDQ0	124313
Q8N4T8	124314
Q9BXY4	124315
Q96K80	124317
Q96K78	124318
Q96K75	124319
Q53GL7	124320
Q96D31	124321
Q96K62	124322
Q96CM3	124324
Q9BRQ8	124325
Q96GR4	124326
Q9H425	124327
Q8TCT8	124328
Q8WY07	124329
Q96SZ5	124330
Q96SZ4	124331
Q8NAT1	124332
Q8NFZ0	124333
Q96FE5	124334
Q7L4E1	124335
Q8NBU5	124336
Q3YBR2	124337
Q6UX71	124338
Q5T4D3	124339
Q8NCF5	124341
Q96ST8	124342
Q8N4T4	124343
Q9BYN7	124344
Q96C01	124345
Q8N6M6	124346
Q96K49	124347
Q96SR6	124348
Q969S0	124349
Q96SQ7	124350
Q96SQ5	124351
Q5U5X8	124352
Q969X6	124353
Q86VZ4	124354
Q5BKT4	124356
Q96SL8	124357
Q969W3	124358
Q969W8	124359
Q96SL1	124360
Q8NCJ5	124361
Q96SK2	124362
Q8N539	124363
Q96GX5	124364
Q8WUD1	124366
Q96K31	124367
Q96K30	124368
Q96K21	124370
Q8ND25	124371
Q96DT6	124372
Q2TAK8	124373
Q6QEF8	124374
Q96JZ2	124375
Q6P4I2	124376
Q96JY0	124377
Q96GA3	124379
Q96JX3	124380
Q53EQ6	124381
Q8NAV1	124382
Q8IZW8	124383
Q0VF96	124384
Q6ZW33	124385
Q8N594	124386
Q96RS6	124387
Q969Z4	124388
Q8IYJ3	124389
Q8TF42	124390
Q5T5S1	124391
Q96IG2	124392
Q96IF1	124393
Q96ID5	124396
Q969L4	124397
P0CW24	124398
Q96NM4	124399
Q6P1W5	124400
Q86TL0	124401
Q6N075	124404
Q96F81	124405
Q7Z6J6	124407
Q96LK0	124410
Q86UY5	124411
Q14CB8	124412
Q96I36	124413
Q96I34	124414
Q96I25	124416
Q3MUY2	124417
Q96S82	124418
Q96A58	124423
Q8IUZ5	124425
Q5BJH2	124428
Q96I45	124429
Q70EL2	124430
Q9BRQ4	124431
Q24JQ0	124432
Q96D71	124433
Q9H2L4	124434
Q9H2J1	124435
Q9BZL3	124436
Q96KK5	124438
O60814	124439
A8MTY7	124441
Q9BYQ2	124444
Q9BYR5	124455
Q9BYR6	124457
P0C7H8	124458
Q9BYR9	124458
Q86WG3	124463
Q8IZC6	124464
Q8TES7	124465
Q8WUA2	124467
Q96J66	124474
Q96DT0	124475
Q3SXP7	124484
Q9BYB0	124487
Q9BY27	124488
Q6ZW31	124489
Q9C035	124491
Q9NUD5	124492
Q9H553	124493
Q9H1R3	124494
Q5VSL9	124497
Q9UFD9	124503
Q8N3F8	124504
Q96RT7	124505
Q9BY89	124506
Q9NSI2	124511
P57771	124512
Q96JC9	124514
Q6Y2X3	124515
Q969G9	124516
Q969F2	124517
Q86VW1	124519
Q96JT2	124520
Q8IUC4	124521
Q96T25	124522
Q8WWL7	124523
Q8TBF4	124524
Q96KC9	124525
Q8WXE9	124526
Q96N67	124527
Q9BYK8	124528
Q76NI1	124529
Q9C098	124530
Q9C099	124531
Q9C0A0	124532
Q9C0A1	124533
Q8IWB1	124535
Q9C0B0	124536
Q9C0B2	124537
Q86VY4	124538
A7MBM2	124539
Q9C0C2	124540
Q9C0C6	124541
Q155Q3	124542
Q9C0D2	124543
Q9C0D4	124544
Q9C0D5	124545
Q9C0D6	124546
Q9C0D7	124547
Q76I76	124548
Q9C0D9	124549
Q96RP9	124551
Q9Y6U3	124552
Q8IXS2	124553
Q9UF47	124554
Q969D9	124555
Q96QS6	124556
Q8WWY6	124569
A4D1E9	124573
Q8TCS8	124579
Q9BVM4	124581
Q8IZ07	124582
Q96EU6	124584
Q9C037	124585
Q8WYR4	124591
Q96P63	124597
Q96P15	124598
P56704	124599
Q9NQG7	124600
Q96KR4	124601
Q96LC7	124602
Q8IVL0	124604
Q8NEY1	124605
Q8IVL1	124606
Q6ZSY5	124607
Q96T54	124608
Q3KRB8	124615
Q5T3U5	124617
Q5JSP0	124618
Q86WN1	124619
Q8NAA4	124620
Q9H7P6	124621
Q8WZ60	124622
Q96PQ1	124623
Q96JE7	124624
Q86YW0	124625
Q9C019	124626
Q96PS8	124627
Q9BQT8	124629
Q7Z4T9	124630
Q96J77	124633
Q969G2	124635
Q969F0	124636
Q5EBL2	124638
Q86V97	124639
Q96EX3	124640
Q7Z3V4	124642
Q96MC5	124644
O95428	124645
Q8IXI1	124646
Q8IW92	124647
Q9NSK0	124648
Q86UD0	124649
Q96DX4	124650
Q7L8W6	124651
Q504T8	124652
Q8NBV8	124654
Q7Z6J8	124656
Q96HB5	124658
Q9GZZ8	124659
P17039	124660
Q86SQ0	124661
Q8N398	124663
Q969E8	124665
Q96KE9	124668
Q96SJ8	124669
Q9BUY7	124670
Q96MM7	124671
Q6ZUT3	124672
Q9NT22	124673
Q8IUA0	124676
Q969T3	124677
Q9BR11	124678
Q96RP3	124679
Q8IYS2	124680
Q7Z340	124681
Q6ZN44	124683
Q96BN8	124684
Q3KPI0	124686
Q6NXP0	124687
Q9P2N7	124688
Q8NBR0	124689
Q8IUE1	124690
Q08AN1	124691
Q5HY98	124692
Q96F63	124693
Q8WTV1	124694
Q2M3D2	124695
Q5VIY5	124696
Q9HCG1	124698
Q7Z7A3	124701
Q96GV9	124702
Q8TC76	124703
Q6SPF0	124704
Q66K64	124705
Q7Z2Z1	124706
Q96HR3	124707
Q96HV5	124709
Q8IY31	124711
Q8NI22	124712
Q9BV29	124713
Q9Y448	124714
Q96A05	124715
Q96LC9	124716
Q969S3	124717
Q8IV48	124718
Q8TAE8	124721
Q9Y2P0	124722
Q8WUH6	124723
Q96FV0	124725
Q96FV2	124726
Q5BJH7	124728
Q5VWP3	124729
Q7M4L6	124730
Q1HG43	124731
Q8NE86	124733
Q96AQ1	124734
Q9BSF4	124736
Q96I27	124739
Q8NDP4	124741
Q5U5X0	124742
Q9Y3M8	124744
Q8N6M9	124747
Q49B96	124748
Q96H40	124749
Q8IUE0	124750
Q9BQ87	124751
Q9H7J1	124753
Q6UWE0	124754
Q96EE4	124755
Q9BY50	124756
Q5XKR9	124757
Q96GU1	124758
Q9BRQ0	124760
Q96GE4	124762
Q5VTE6	124763
Q86T03	124764
Q6P2P2	124766
Q96JC4	124767
A1A4V9	124769
Q8IYN2	124770
Q86UK7	124771
Q6ZMY3	124772
Q9H910	124774
Q6PJ21	124775
O95760	124776
Q96GE9	124777
Q5TEC3	124778
Q8WV44	124780
Q96AP7	124781
Q7Z695	124782
Q6P158	124783
Q9BRH9	124784
Q96AC6	124785
Q96BA8	124786
Q8IVF7	124787
Q8N5B7	124788
Q86TI2	124789
Q6ZUS6	124790
Q2VPB7	124791
Q96HJ3	124792
Q9BXX3	124793
Q96LD4	124794
Q8NA19	124797
Q96AG3	124798
Q5HYA8	124799
Q6NT04	124801
Q86VF2	124802
Q96GP6	124803
Q5VU65	124804
Q96H72	124808
Q96IK1	124809
Q96H12	124810
Q9BU23	124811
Q8N999	124812
Q96D70	124813
Q4ZIN3	124814
Q96Q80	124816
Q5H9U9	124817
A4QPB2	124819
Q96HQ2	124820
Q6AI12	124821
Q8TBZ5	124825
Q86VW0	124826
Q96K17	124828
Q96LY2	124829
Q9Y6H3	124830
A6NED2	124832
Q9BTP7	124833
Q96GF1	124834
Q5T8D3	124836
Q504Y2	124837
Q2M1V0	124838
Q86Y22	124839
Q96HM7	124840
Q8N8A2	124841
Q8WXG1	124843
Q5T124	124844
Q9H3J6	124847
Q86WX3	124848
Q9HCM2	124849
Q96NB3	124850
Q7Z7L1	124851
Q96S79	124852
Q8WUH1	124853
Q96QD5	124854
Q0ZGT2	124855
Q8N5M1	124858
Q9BWV1	124859
Q7L2R6	124860
P59046	124861
Q96S97	124862
Q96IR2	124863
Q8IV01	124864
Q8N0S6	124865
Q9H4I9	124866
Q17RB8	124867
Q96HD9	124869
Q9BXS1	124870
Q96MU7	124871
Q6PJG2	124872
Q5TF39	124873
Q52LA3	124874
Q7Z570	124875
Q8TD19	124876
Q8TDN4	124877
Q969Y0	124878
Q8WUX9	124879
Q96BT7	124880
Q32MK0	124881
Q17RC7	124883
Q8TBZ3	124884
Q9BU40	124885
Q96AA3	124888
Q8N0Z6	124889
Q9BRP7	124890
Q96A22	124891
Q96H15	124892
Q8N183	124893
Q8NCT1	124894
P83436	124896
Q8TDC0	124899
Q6ZTW0	124900
Q8N1B3	124901
Q9H1U9	124902
Q8TEQ0	124903
Q9BX51	124906
Q96H79	124907
Q86WT1	124908
Q96HW7	124909
Q96HP4	124910
Q8IZU8	124911
Q0D2K3	124912
Q86UE4	124913
Q765P7	124914
Q9BT17	124916
Q8WUN7	124917
Q96JP9	124919
Q5VZP5	124920
Q6JBY9	124921
Q68DH5	124923
P82909	124924
Q8TAF7	124926
Q52M93	124927
Q6MZZ7	124928
Q8N3T6	124930
Q96QR1	124931
A0AVI4	124932
A1L020	124933
Q7RTN6	124934
O95568	124936
Q5T7V8	124937
Q96HR8	124938
O95561	124939
Q9BUF7	124940
Q96A44	124941
Q8TE99	124942
Q96E11	124944
Q96H35	124945
Q96CF2	124946
A8MTZ0	124949
Q9BYZ2	124950
Q5M775	124953
Q9H3M9	124954
Q6ZP65	124955
Q8TC84	124956
Q96NS5	124958
Q96H86	124959
Q7L9L4	124960
Q3ZCQ8	124961
Q96CG3	124962
Q9BQP7	124964
Q8TEA8	124965
Q8IWE2	124967
Q96HH4	124968
Q8IXX5	124969
Q8N5I2	124970
Q9BTV6	124971
Q8NFT8	124973
Q8WUX1	124974
Q8TDL5	124975
Q96MC2	124976
Q8NG08	124978
Q8TBC3	124979
B2RD01	124980
Q7L7L0	124981
Q8N554	124982
Q96HR9	124983
Q96G21	124984
Q8WVV9	124985
Q8WVN8	124986
Q96A19	124987
Q96GW9	124988
Q8N6G6	124989
Q96HA9	124990
Q86YJ5	124992
Q9UFB7	124993
Q96P26	124995
Q96MF6	124997
Q96EH8	124999
Q6E0U4	125000
Q6XQN6	125001
Q8TDN1	125002
Q2T9K0	125003
Q8N587	125005
O95897	125007
Q9NQX0	125009
Q9H3S5	125010
Q969P0	125011
Q96FM1	125014
Q96M63	125015
Q9BT25	125017
Q96EY5	125018
Q9H930	125019
Q96PE5	125020
Q8N4V1	125021
Q9BUA6	125022
Q8N0S2	125023
Q6NXE6	125026
Q9BS34	125029
Q8NDC0	125030
Q6XPS3	125031
Q8WUS8	125032
Q86XD8	125033
Q8TBZ6	125035
Q96DN5	125037
Q9H4M3	125038
Q9Y605	125039
Q86TJ2	125041
Q8TEA7	125042
Q5JTD0	125043
Q8IZQ8	125044
Q8N392	125050
Q86UW7	125051
Q9H981	125062
Q9UII2	125063
Q8WXQ8	125066
O15409	125073
Q96S52	125082
Q9BSA4	125087
Q8WXI7	125094
Q9NT99	125098
P83110	125099
Q96S95	125100
Q8IZC7	125102
Q96A49	125103
Q96B70	125106
Q9H9B4	125107
Q9BQS6	125108
Q8TD22	125109
Q9P0S3	125113
Q8N138	125114
Q9Y5B6	125115
Q969S6	125117
Q4VX76	125119
Q96C24	125120
Q8TDW5	125121
Q8IWW6	125122
Q96J65	125142
Q9UHM6	125146
Q9C009	125147
Q9UK08	125148
Q71UI9	125150
Q96J88	125151
Q96A56	125152
Q96A00	125153
Q9BYV8	125173
Q8TF40	125175
P0CW19	125178
P0CW20	125178
Q96RS0	125179
O14950	125182
Q96KS0	125184
Q9H6Z9	125185
Q96P09	125186
Q969G5	125187
Q7Z6L0	125188
A8K979	125189
Q96F10	125190
Q96FN9	125191
Q969F1	125192
Q96RF0	125193
Q96G30	125195
Q9UIY3	125196
Q96FZ5	125197
Q6IPT2	125198
Q6PEY2	125199
Q8NBN7	125200
Q96PD4	125201
Q96FT9	125202
P61266	125203
Q8WWB7	125204
Q3SY84	125205
Q86XE5	125207
Q96FK6	125208
Q96EM0	125210
Q96S44	125211
Q96ES7	125213
Q96EK2	125214
Q4G0F5	125215
Q8NCI6	125216
Q96RE7	125217
Q96G28	125218
Q96G25	125219
Q96EK9	125220
Q9UJJ7	125221
Q8N3E9	125222
Q96A98	125223
Q6P444	125224
Q96FF9	125225
Q8IVF2	125226
Q96ER3	125228
Q969E2	125230
Q96EY9	125231
Q8NCH0	125232
Q6P4E1	125233
Q96FN5	125234
Q96FF7	125235
Q96NT5	125236
Q99622	125237
Q71RC2	125238
Q86VQ1	125239
Q96A25	125240
Q8WV19	125243
Q6UWH6	125244
Q96EX1	125245
Q96A70	125246
Q969K7	125247
Q8TDG4	125250
Q8IZ96	125251
Q96ES6	125254
Q96GA7	125255
Q96FA7	125259
Q96FE7	125260
Q5T8I9	125261
Q8NEG4	125262
Q96G79	125263
Q9Y2Q1	125264
Q86UW9	125266
Q96PE6	125268
Q96GM8	125269
O43709	125277
Q9C026	125280
Q86VQ6	125281
Q969E3	125284
Q96RL6	125285
Q96QE2	125286
P83111	125311
Q8IXS6	125312
Q5JVL4	125313
A6NKQ9	125315
Q96P20	125319
Q969L2	125321
Q8IVM8	125322
P58753	125325
Q96PL5	125328
Q96QE4	125332
Q8WWM9	125335
Q5EG05	125339
Q96PD5	125340
Q96LB9	125341
Q7Z442	125342
Q96Q07	125343
Q96Q04	125345
Q7Z408	125346
Q96DN6	125347
Q5GH76	125348
Q7Z2K8	125349
Q7Z407	125350
Q6KCM7	125351
Q8N1F8	125352
Q96RT8	125353
Q96NJ5	125354
Q96PY5	125355
Q5R3F8	125356
Q14DG7	125357
Q5FWF5	125360
Q96PX6	125361
Q86VY9	125362
Q5VVJ2	125363
Q96PX1	125364
Q8IUC8	125365
Q8WY21	125367
Q96CT2	125369
Q6R2W3	125371
Q8TCX5	125372
Q96PV6	125373
Q96PV4	125374
Q96N64	125375
Q8IYR2	125376
Q96DU3	125378
Q9BXW6	125379
Q9H0X9	125380
Q9BZF3	125381
Q9BZF2	125382
Q9BZF1	125383
Q96SU4	125384
Q9BXB5	125385
Q9BXB4	125386
Q9BXJ1	125388
Q9BXJ5	125389
Q9BXJ4	125390
Q9BXI9	125393
Q9BXJ2	125394
Q969P5	125395
Q8N131	125396
Q96HT8	125400
Q96PP4	125401
Q8WUK0	125402
Q96CP2	125404
Q6EMK4	125406
Q5T7W0	125407
Q8N884	125408
Q7LBE3	125409
Q969T7	125410
Q96CT7	125411
Q96CS2	125412
Q86UD3	125416
Q86TJ5	125417
Q8WYN0	125418
Q96CX2	125419
Q96E52	125420
Q96D03	125421
Q70HW3	125423
Q96EF6	125424
Q96MG8	125425
Q96LA6	125427
Q96P31	125428
Q9Y546	125429
Q96PP8	125431
Q8IYG6	125432
Q96EH3	125433
Q96PU4	125434
Q96CS4	125436
Q0JRZ9	125437
Q86VW2	125438
Q96CX3	125439
Q96A09	125440
Q8WWX8	125441
Q96RJ3	125443
Q8IVI9	125446
Q86TB3	125447
O14559	125448
Q96CN4	125449
Q96FX7	125450
Q8TDF6	125451
Q8TF46	125453
Q969Q4	125454
Q96DY2	125456
Q96LJ7	125457
Q96P53	125458
Q96E17	125459
Q96CM4	125460
Q96CG8	125461
Q9UJK0	125462
A5D8V7	125463
Q96CK0	125464
Q96A37	125465
Q96E14	125466
Q8N2R0	125467
Q96CX6	125468
Q7Z3D4	125469
Q8N1L9	125470
Q96S37	125471
Q9H147	125472
Q8IVH2	125474
Q8TF50	125475
Q96PB8	125477
Q9BQ90	125478
Q96MX6	125479
Q96E22	125481
Q96KR6	125482
Q96KR7	125483
Q96J86	125484
Q96DZ9	125486
Q96DZ7	125488
Q96E09	125489
Q96E35	125490
Q5RI15	125491
Q6UXT9	125492
Q96CP7	125493
Q9NU53	125494
Q08AH1	125496
Q49A92	125497
Q96QZ0	125498
Q8N2X6	125499
Q96R05	125500
Q96RN1	125501
Q8N2G4	125502
Q969J5	125503
Q96CE8	125506
Q96DA2	125507
Q8TCU5	125508
O60391	125509
Q969P6	125510
Q8TAK6	125511
Q7Z7G1	125512
Q8WW01	125513
Q9BZQ8	125515
Q6Q788	125518
Q96EL3	125521
Q6P161	125522
Q86WC6	125525
Q96EH5	125530
Q96MM6	125532
Q8N137	125533
Q5SQN1	125534
Q6NT16	125536
P02750	125537
Q86YW9	125538
Q96L15	125545
Q96P50	125546
Q8WZ64	125547
Q96P48	125548
Q99490	125549
Q9UPQ3	125550
Q96P47	125551
Q96BN2	125555
Q8NEC5	125556
Q5T1C6	125557
Q96PC5	110409,125559
Q96NX9	125560
Q96PL1	125562
O14796	125563
P81605	125564
Q96NZ8	125565
Q96QF0	125566
Q9Y2D8	125567
Q96KN8	125580
Q8IY81	125581
Q8TF71	125582
Q8N3T1	125583
Q96PC2	125584
Q96Q77	125586
Q8TDI8	125588
Q8WXF3	125590
Q8WVJ9	125591
Q8TEW8	125592
Q8WZ73	125593
Q96LW1	125594
Q9C030	125596
Q8N2K1	125598
Q969J3	125600
Q96PB7	125601
P58335	125602
Q96DR8	125603
Q5RKV6	125608
Q711Q0	125609
Q96NZ9	125610
Q8NB15	125611
Q96BP2	125612
Q4VC12	125613
Q96M02	125615
Q32M84	125616
Q96MN9	125620
Q6ZUJ8	125621
Q8NDC4	125622
Q5T4F4	125623
Q86VU5	125625
Q70Z53	125626
Q5VYY1	125627
Q96NB2	125630
Q8NEN9	125631
Q96P64	125632
Q96B45	125633
Q7Z4W2	125634
Q8TF27	125637
Q9H4Y5	125638
Q86XK3	125639
Q86XJ0	125640
Q8NCR9	125642
Q96DE5	125643
Q6P4A7	125645
Q8NGJ5	125649
Q86VG3	125655
Q8NGF8	125660
Q8N3Y3	125666
Q8TDW7	125669
Q96B21	125675
Q6UXS9	125680
Q8WWB5	125683
Q86YT9	125686
Q6P3W2	125688
Q8N8R7	125690
Q6IF63	125694
Q5S007	125700
Q4KMG9	125702
A6NE01	125703
Q8N5I9	125706
Q8NEX9	125711
Q6UXM1	125712
Q14C87	125713
Q8N697	125714
Q8TAI7	125715
Q96N77	125718
Q8IWU9	125720
Q8TDD2	125723
Q8WW33	125724
Q7RTS7	125727
Q8NHV4	125728
Q70UQ0	125730
Q96DN0	125733
Q96M96	125734
Q6ZN18	125736
Q6XD76	125737
A6QL63	125738
Q8N5J4	125739
Q32M45	125740
Q6NS38	125741
Q96NZ1	125742
Q8TCT6	125743
Q8N6K0	125748
Q8N752	125755
Q8WXD0	125757
Q8ND83	125759
Q96KW9	125763
Q8NDG6	125766
Q96BM1	125768
Q96M32	125773
Q86SZ2	125777
Q96F83	125781
Q8N142	125783
Q8TAA1	125785
Q86TS9	125788
Q8NH43	125791
Q96L50	125793
Q96NE9	125795
Q8WXH5	125796
Q147X3	125797
Q6NXP6	125805
Q8WYK2	125807
Q86U28	125808
Q8N9L9	125809
Q8TAM2	125811
Q8N9U0	125812
Q8N8R3	125814
A6NCF5	125816
Q8WVC0	125817
Q96LD8	125819
Q96DP5	125820
A2RTX5	125822
Q86X40	125824
Q2M3C6	125826
Q96MI9	125828
A2RU49	125829
Q8TF30	125830
A1L4K1	125831
Q3MJ16	125832
Q6P387	125833
Q96AB6	125835
Q96NB1	125836
Q8NEP3	125839
Q8IWE4	125841
Q496H8	125843
Q96MX0	125844
Q8WTQ4	125845
Q8IUW3	125846
Q96N06	125847
Q8NFA2	125848
A2IDD5	125849
Q8N0W5	125852
Q96DA0	125855
Q8N4S7	125857
Q86VM9	125858
Q8N8U2	125860
Q6ZW76	125861
Q8IYM1	125863
Q7Z2F6	125864
Q86XT9	125865
Q5JPH6	125866
Q7Z614	125867
Q86XA0	125870
Q4G112	125871
Q96DH6	125873
Q9HBR0	125874
Q8WVQ1	125875
Q495M9	125876
A8K4G0	125877
Q2TAC6	125878
Q6X784	125879
Q6P9G0	125880
Q8WZ82	125881
Q70EL4	125884
Q6ZNG9	125885
Q86WR6	125886
Q96MH2	125888
Q3MHD2	125889
Q96MW1	125890
Q8N815	125891
Q8IXA5	125897
Q53EL9	125899
Q86YJ7	125900
Q8N370	125901
Q8WUJ1	125902
Q8IXM2	125903
Q6P531	125906
Q8IVW8	125907
Q7Z7H8	125910
Q562E7	125911
Q8TBP0	125913
Q63HM1	125914
Q8N144	125915
Q8N1A0	125916
Q6A162	125917
Q19AV6	125919
Q96C03	125921
Q96ND0	125924
Q8IVV2	125926
Q6PI98	125928
Q8N584	125929
Q8NHS1	125932
Q0VGE8	125933
Q08ER8	125934
Q8IY67	125936
Q6YFQ2	125940
Q96L12	125941
Q5XKP0	125943
Q8NHZ7	125944
Q8IUR0	125945
Q8IVA1	125946
Q6ZN06	125948
Q8N8L2	125952
Q8IYI8	125953
Q6NVH7	125954
P0C7I6	125955
Q8TAC2	125956
Q6UXV1	125957
Q8IZ83	125959
P59047	125965
Q6DD87	125966
Q86YE8	125967
Q6ZMY6	125970
Q96BF3	125971
Q96D98	125972
Q8WVP5	125973
Q68EA5	125974
Q8WZA9	125975
Q96B54	125976
Q96MG2	125977
Q96BX8	125978
Q6NUT3	125979
Q8TF64	125980
Q86Y39	125981
Q8IVT2	125982
Q8N386	125983
A6NIX2	125985
Q3KQV3	125986
Q86WQ0	125987
O14558	125988
Q8IYK2	125989
Q8NI29	125992
Q8N9M1	125997
Q8TF44	126002
Q8TAK5	126004
Q6XPR3	126006
Q5VZ19	126008
Q5VZ18	126009
Q8NAX2	126010
Q6IQ19	126011
Q8N0Z8	126015
Q96L58	126016
Q8IWG1	126018
Q8NEP7	126019
Q5T1B0	126021
Q8N8X9	126023
Q5TF58	126024
Q8N4M1	126026
Q5T6C5	126028
Q5VWZ2	126031
Q96LB4	126042
Q8WXJ9	126044
Q6IPR3	126045
Q5RHP9	126046
A6PVS8	126047
Q8TBF2	126049
Q5VTT5	126050
Q8NFW5	126053
Q5T5D7	126056
Q96MN5	126058
Q7Z5L7	126059
Q96DD0	126062
Q9NTQ9	126063
Q8WW32	126064
Q6ZMZ0	126065
Q5T1A1	126069
Q0VDD8	126070
Q6ZSJ8	126077
Q8WVF1	126078
Q8TAB5	126079
Q96LJ8	126082
Q8N0U7	126083
Q96BM9	126084
Q8N9I0	126085
Q8TAS1	126088
Q8NDD1	126091
Q8IVB5	126092
Q96L03	126095
Q8WWZ3	126096
Q5JT82	126099
Q96A04	126101
Q86VI3	126102
Q8NCW5	126103
Q7Z7F7	126105
Q8N257	126106
Q6UX65	126108
Q8TCI5	126109
Q8NEQ5	126110
Q17R31	126118
Q96N03	126121
Q8N6M3	126125
Q9NRE2	126131
Q5JPB2	126136
Q96BZ9	126139
Q9H106	126140
Q9NUB4	126141
Q5VYV7	126147
Q9H4G1	126159
Q5W186	126160
Q9H1R2	126164
Q9H444	126170
Q9H490	126171
Q9BQN1	126173
Q6P5X5	126177
Q6ICL3	126178
P59817	126180
Q2NKQ1	126182
Q96A84	126183
Q6NXT1	126185
Q6ZMI0	126187
Q86TG1	126189
Q8NFH5	126190
A4UGR9	126192
A2RUC4	126193
Q8WV92	126197
Q8IYB7	126199
Q6ZWT7	126201
Q7Z7C8	126205
Q53RD9	126208
Q8WWR8	126209
Q8IUH3	126210
Q8N5S3	126212
Q96BQ3	126213
Q8N3I7	126215
Q0VFZ6	126216
Q8TDX5	126217
Q8NDH6	126218
A1KXE4	126221
Q8NGU2	126222
A0PJX0	126223
Q52LD8	126225
Q8NHS4	126226
Q8IVE3	126228
Q96PC3	126229
Q3KRA6	126230
Q8NER5	126232
Q8TAX0	126234
Q5I0X7	126236
Q6ZT12	126237
Q6PI47	126238
Q96Q35	126239
Q8N8E2	126240
Q8NHX4	126241
Q86Y78	126242
Q8NI32	126243
Q96C23	126244
Q8WV99	126246
Q96LR7	126256
Q8N755	126257
Q6ZP80	126258
Q719I0	126261
Q8NEA4	126262
Q7Z6M4	126263
Q8NFR7	126264
Q8TC57	126265
Q96A23	126267
Q4VC31	126270
Q96L42	126271
Q96DA6	126272
Q96BQ1	126274
Q8TCW7	126276
Q96KX0	126277
Q2TBA0	126278
Q2Q1W2	126279
Q6UXB0	126280
Q8TD46	126281
Q8N4Q1	126282
Q8WVZ1	126283
Q68DQ2	126284
Q96PD2	126285
Q8TF66	126287
Q8N2R8	126288
Q86W33	126289
Q69YG0	126290
Q7L0X2	126294
Q96DE0	126295
Q8WTQ7	126297
Q6UWW9	126299
Q8TCB7	126301
Q96BW9	126303
Q8NFR9	126304
Q8N6M8	126306
Q8IVS8	126307
Q96MI6	126308
Q8TBG9	126311
Q8N112	126313
Q56VL3	126317
Q96NL6	126318
Q8N1A6	126319
Q4W5P6	126320
Q96MM3	126327
Q6MZP7	126328
Q8TC71	126329
Q8N8J7	126333
Q86T26	126334
Q8TDQ7	126335
Q8NEY3	126337
Q7Z5Q1	126338
Q86UK5	126340
Q4L235	126342
Q8N4E4	126343
Q8N7B6	126346
Q8N609	126347
Q6UWR7	126350
Q8NE22	126356
Q8NI17	126357
Q6PCB8	126358
Q86UG4	126359
Q86YN6	126361
Q63HQ2	126364
Q96M27	126367
Q4G0N4	126369
Q6NUS8	126370
Q8WWF8	126371
Q8N9B5	126372
Q96BQ5	126379
A1L167	126384
Q6P4H8	126386
Q96DG6	126387
Q5F1R6	126389
Q8TED9	126390
Q8TAA5	126391
Q8WVE6	126392
Q8WUU8	126393
P83369	126394
Q8NA72	126396
Q8NI36	126399
Q8WVJ2	126402
Q8WVY7	126404
Q8WYK0	126405
Q2M3G4	126408
Q7Z6I8	126409
Q7Z6V5	126410
Q5TAB7	126411
Q5VVH5	126412
Q96RJ0	126416
Q5T5C0	126417
Q8NI08	126419
Q9NQE9	126420
Q96M98	126421
Q5VUM1	126423
Q6YHK3	126424
Q8TD07	126425
Q8IYS1	126427
Q8WXF0	126428
Q5SZD1	126429
Q8NHY5	126430
Q6P9F5	126432
Q3MIW9	126433
Q6UE05	126434
Q86XT4	126435
Q96L11	126438
Q8IV31	126439
O95006	126444
Q8N393	126445
Q96A83	126448
A4D1T9	126449
Q8WWF3	126451
Q8N434	126453
P58546	126455
Q8WXI3	126459
Q8TAP9	126463
Q8WTU2	126464
Q8N865	126465
Q8WWH4	126466
Q7Z3I7	126473
Q8NHS2	126475
A1XBS5	126476
