Entry	Entry name	Gene names
Q9BY08	EBPL_HUMAN	EBPL EBRP ERP
Q9BY12	SCAPE_HUMAN	SCAPER KIAA1454 ZNF291 MSTP063
Q9BY32	ITPA_HUMAN	ITPA C20orf37 My049 OK/SW-cl.9
Q9BY41	HDAC8_HUMAN	HDAC8 HDACL1 CDA07
Q9BY43	CHM4A_HUMAN	CHMP4A C14orf123 SHAX2 CDA04 HSPC134
Q9BY49	PECR_HUMAN	PECR SDR29C1 PRO1004
Q9BY64	UDB28_HUMAN	UGT2B28
Q9BY67	CADM1_HUMAN	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
Q9BYC2	SCOT2_HUMAN	OXCT2 FKSG25
Q9BYC5	FUT8_HUMAN	FUT8
Q9BYC8	RM32_HUMAN	MRPL32 HSPC283
Q9BYC9	RM20_HUMAN	MRPL20
Q9BYD1	RM13_HUMAN	MRPL13
Q9BYD2	RM09_HUMAN	MRPL9
Q9BYD3	RM04_HUMAN	MRPL4 CDABP0091 CGI-28
Q9BYD6	RM01_HUMAN	MRPL1 BM-022
Q9BYE7	PCGF6_HUMAN	PCGF6 MBLR RNF134
Q9BYF1	ACE2_HUMAN	ACE2 UNQ868/PRO1885
Q9BYG3	MK67I_HUMAN	NIFK MKI67IP NOPP34
Q9BYG5	PAR6B_HUMAN	PARD6B PAR6B
Q9BYG8	GSDMC_HUMAN	GSDMC MLZE
Q9BYI3	HYCCI_HUMAN	FAM126A DRCTNNB1A
Q9BYN0	SRXN1_HUMAN	SRXN1 C20orf139 SRX SRX1
Q9BYN8	RT26_HUMAN	MRPS26 C20orf193 RPMS13
Q9BYV1	AGT2_HUMAN	AGXT2 AGT2
Q9BYV8	CEP41_HUMAN	CEP41 TSGA14
Q9BYV9	BACH2_HUMAN	BACH2
Q9BYW1	GTR11_HUMAN	SLC2A11 GLUT11
Q9BYX2	TBD2A_HUMAN	TBC1D2 PARIS1 PP8997 TBC1D2A
Q9BYZ2	LDH6B_HUMAN	LDHAL6B LDHAL6 LDHL
Q9BZ23	PANK2_HUMAN	PANK2 C20orf48
Q9BZ67	FRMD8_HUMAN	FRMD8 FKSG44
Q9BZB8	CPEB1_HUMAN	CPEB1 CPEB
Q9BZC1	CELF4_HUMAN	CELF4 BRUNOL4
Q9BZC7	ABCA2_HUMAN	ABCA2 ABC2 KIAA1062
Q9BZD2	S29A3_HUMAN	SLC29A3 ENT3 UNQ717/PRO1380
Q9BZD4	NUF2_HUMAN	NUF2 CDCA1 NUF2R
Q9BZE1	RM37_HUMAN	MRPL37 MRPL2 RPML2 HSPC235
Q9BZE4	NOG1_HUMAN	GTPBP4 CRFG NOG1
Q9BZE9	ASPC1_HUMAN	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9
Q9BZF1	OSBL8_HUMAN	OSBPL8 KIAA1451 ORP8 OSBP10
Q9BZF2	OSBL7_HUMAN	OSBPL7 ORP7
Q9BZF3	OSBL6_HUMAN	OSBPL6 ORP6
Q9BZF9	UACA_HUMAN	UACA KIAA1561
Q9BZG1	RAB34_HUMAN	RAB34 RAB39 RAH
Q9BZH6	WDR11_HUMAN	WDR11 BRWD2 KIAA1351 WDR15
Q9BZI7	REN3B_HUMAN	UPF3B RENT3B UPF3X
Q9BZJ0	CRNL1_HUMAN	CRNKL1 CRN CGI-201 MSTP021
Q9BZJ8	GPR61_HUMAN	GPR61 BALGR GPCR3
Q9BZK7	TBL1R_HUMAN	TBL1XR1 IRA1 TBLR1
Q9BZL6	KPCD2_HUMAN	PRKD2 PKD2 HSPC187
Q9BZM6	ULBP1_HUMAN	ULBP1 N2DL1 RAET1I
Q9BZQ4	NMNA2_HUMAN	NMNAT2 C1orf15 KIAA0479
Q9BZQ8	NIBA1_HUMAN	NIBAN1 C1orf24 FAM129A NIBAN GIG39
Q9BZR6	RTN4R_HUMAN	RTN4R NOGOR UNQ330/PRO526
Q9BZR8	B2L14_HUMAN	BCL2L14 BCLG
Q9BZS1	FOXP3_HUMAN	FOXP3 IPEX JM2
Q9BZV1	UBXN6_HUMAN	UBXN6 UBXD1 UBXDC2
Q9BZZ5	API5_HUMAN	API5 MIG8
Q9C000	NLRP1_HUMAN	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1
Q9C002	NMES1_HUMAN	NMES1 C15orf48
Q9C005	DPY30_HUMAN	DPY30
Q9C026	TRIM9_HUMAN	TRIM9 KIAA0282 RNF91
Q9C029	TRIM7_HUMAN	TRIM7 GNIP RNF90
Q9C037	TRIM4_HUMAN	TRIM4 RNF87
Q9C086	IN80B_HUMAN	INO80B HMGA1L4 PAPA1 ZNHIT4
Q9C099	LRCC1_HUMAN	LRRCC1 CLERC KIAA1764
Q9C0A1	ZFHX2_HUMAN	ZFHX2 KIAA1056 KIAA1762 ZNF409
Q9C0B1	FTO_HUMAN	FTO KIAA1752
Q9C0B5	ZDHC5_HUMAN	ZDHHC5 KIAA1748 ZNF375
Q9C0C2	TB182_HUMAN	TNKS1BP1 KIAA1741 TAB182
Q9C0C7	AMRA1_HUMAN	AMBRA1 KIAA1736
Q9C0C9	UBE2O_HUMAN	UBE2O KIAA1734
Q9C0D2	CE295_HUMAN	CEP295 KIAA1731
Q9C0E2	XPO4_HUMAN	XPO4 KIAA1721
Q9C0E8	LNP_HUMAN	LNPK KIAA1715 LNP
Q9C0F1	CEP44_HUMAN	CEP44 KIAA1712
Q9C0F3	ZN436_HUMAN	ZNF436 KIAA1710
Q9C0H2	TTYH3_HUMAN	TTYH3 KIAA1691
Q9C0H9	SRCN1_HUMAN	SRCIN1 KIAA1684 P140 SNIP
Q9C0J8	WDR33_HUMAN	WDR33 WDC146
Q9C0K7	STRAB_HUMAN	STRADB ALS2CR2 ILPIP PRO1038
Q9GZL7	WDR12_HUMAN	WDR12
Q9GZM5	YIPF3_HUMAN	YIPF3 C6orf109 KLIP1
Q9GZP1	NRSN2_HUMAN	NRSN2 C20orf98
Q9GZP4	PITH1_HUMAN	PITHD1 C1orf128 AD039 HT014 PP603
Q9GZP8	IMUP_HUMAN	IMUP C19orf33
Q9GZP9	DERL2_HUMAN	DERL2 DER2 FLANA CGI-101 SBBI53
Q9GZQ3	COMD5_HUMAN	COMMD5 HT002
Q9GZQ8	MLP3B_HUMAN	MAP1LC3B MAP1ALC3
Q9GZR1	SENP6_HUMAN	SENP6 KIAA0797 SSP1 SUSP1 FKSG6
Q9GZR2	REXO4_HUMAN	REXO4 PMC2 XPMC2H
Q9GZR5	ELOV4_HUMAN	ELOVL4
Q9GZR7	DDX24_HUMAN	DDX24
Q9GZS1	RPA49_HUMAN	POLR1E PAF53 PRAF1
Q9GZS3	WDR61_HUMAN	WDR61
Q9GZT3	SLIRP_HUMAN	SLIRP C14orf156 DC23 DC50 PD04872
Q9GZT6	CC90B_HUMAN	CCDC90B CUA003 MDS011 MDS025
Q9GZT9	EGLN1_HUMAN	EGLN1 C1orf12 PNAS-118 PNAS-137
Q9GZU1	MCLN1_HUMAN	MCOLN1 ML4 MSTP080
Q9GZU7	CTDS1_HUMAN	CTDSP1 NIF3 NLIIF SCP1
Q9GZU8	PIP30_HUMAN	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10
Q9GZV1	ANKR2_HUMAN	ANKRD2 ARPP
Q9GZV3	SC5A7_HUMAN	SLC5A7 CHT1
Q9GZV5	WWTR1_HUMAN	WWTR1 TAZ
Q9GZX5	ZN350_HUMAN	ZNF350 ZBRK1
Q9GZX7	AICDA_HUMAN	AICDA AID
Q9GZY4	COA1_HUMAN	COA1 C7orf44 MITRAC15
Q9GZY8	MFF_HUMAN	MFF C2orf33 AD030 AD033 GL004
Q9GZZ1	NAA50_HUMAN	NAA50 MAK3 NAT13 NAT5
Q9GZZ9	UBA5_HUMAN	UBA5 UBE1DC1
Q9H008	LHPP_HUMAN	LHPP
Q9H013	ADA19_HUMAN	ADAM19 MLTNB FKSG34
Q9H015	S22A4_HUMAN	SLC22A4 ETT OCTN1 UT2H
Q9H040	SPRTN_HUMAN	SPRTN C1orf124 DVC1 UNQ1880/PRO4323
Q9H061	T126A_HUMAN	TMEM126A
Q9H063	MAF1_HUMAN	MAF1
Q9H079	KTBL1_HUMAN	KATNBL1 C15orf29
Q9H081	MIS12_HUMAN	MIS12
Q9H082	RB33B_HUMAN	RAB33B
Q9H089	LSG1_HUMAN	LSG1
Q9H0A0	NAT10_HUMAN	NAT10 ALP KIAA1709
Q9H0B3	IQCN_HUMAN	IQCN KIAA1683
Q9H0B6	KLC2_HUMAN	KLC2
Q9H0C2	ADT4_HUMAN	SLC25A31 AAC4 ANT4 SFEC
Q9H0C8	ILKAP_HUMAN	ILKAP
Q9H0D6	XRN2_HUMAN	XRN2
Q9H0E7	UBP44_HUMAN	USP44
Q9H0E9	BRD8_HUMAN	BRD8 SMAP SMAP2
Q9H0F5	RNF38_HUMAN	RNF38
Q9H0F6	SHRPN_HUMAN	SHARPIN SIPL1 PSEC0216
Q9H0G5	NSRP1_HUMAN	NSRP1 CCDC55 NSRP70
Q9H0H0	INT2_HUMAN	INTS2 KIAA1287
Q9H0H5	RGAP1_HUMAN	RACGAP1 KIAA1478 MGCRACGAP
Q9H0I3	CC113_HUMAN	CCDC113 HSPC065
Q9H0N0	RAB6C_HUMAN	RAB6C WTH3
Q9H0P0	5NT3A_HUMAN	NT5C3A NT5C3 P5N1 UMPH1 HSPC233
Q9H0Q3	FXYD6_HUMAN	FXYD6 UNQ521/PRO1056
Q9H0R1	AP5M1_HUMAN	AP5M1 C14orf108 MUDENG
Q9H0R5	GBP3_HUMAN	GBP3
Q9H0R6	GATA_HUMAN	QRSL1
Q9H0S4	DDX47_HUMAN	DDX47
Q9H0U3	MAGT1_HUMAN	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244
Q9H0U4	RAB1B_HUMAN	RAB1B
Q9H0U6	RM18_HUMAN	MRPL18 HSPC071
Q9H0U9	TSYL1_HUMAN	TSPYL1 TSPYL
Q9H0V9	LMA2L_HUMAN	LMAN2L VIPL PSEC0028 UNQ368/PRO704
Q9H0W5	CCDC8_HUMAN	CCDC8
Q9H0W7	THAP2_HUMAN	THAP2
Q9H0W9	CK054_HUMAN	C11orf54 LP4947 PTD012
Q9H0X6	RN208_HUMAN	RNF208
Q9H0Z9	RBM38_HUMAN	RBM38 RNPC1 SEB4
Q9H116	GZF1_HUMAN	GZF1 ZBTB23 ZNF336
Q9H147	TDIF1_HUMAN	DNTTIP1 C20orf167 TDIF1
Q9H160	ING2_HUMAN	ING2 ING1L
Q9H161	ALX4_HUMAN	ALX4 KIAA1788
Q9H165	BC11A_HUMAN	BCL11A CTIP1 EVI9 KIAA1809 ZNF856
Q9H171	ZBP1_HUMAN	ZBP1 C20orf183 DLM1
Q9H175	CSRN2_HUMAN	CSRNP2 C12orf22 FAM130A1 TAIP12
Q9H190	SDCB2_HUMAN	SDCBP2 SITAC18
Q9H1B4	NXF5_HUMAN	NXF5 TAPL1
Q9H1C4	UN93B_HUMAN	UNC93B1 UNC93 UNC93B
Q9H1D0	TRPV6_HUMAN	TRPV6 ECAC2
Q9H1E3	NUCKS_HUMAN	NUCKS1 NUCKS JC7
Q9H1H9	KI13A_HUMAN	KIF13A RBKIN
Q9H1I8	ASCC2_HUMAN	ASCC2 ASC1P100
Q9H1J1	REN3A_HUMAN	UPF3A RENT3A UPF3
Q9H1K1	ISCU_HUMAN	ISCU NIFUN
Q9H1P3	OSBL2_HUMAN	OSBPL2 KIAA0772 ORP2
Q9H1R2	DUS15_HUMAN	DUSP15 C20orf57 VHY
Q9H1R3	MYLK2_HUMAN	MYLK2
Q9H1Z4	WDR13_HUMAN	WDR13
Q9H201	EPN3_HUMAN	EPN3
Q9H211	CDT1_HUMAN	CDT1
Q9H223	EHD4_HUMAN	EHD4 HCA10 HCA11 PAST4 FKSG7
Q9H227	GBA3_HUMAN	GBA3 CBG CBGL1
Q9H255	O51E2_HUMAN	OR51E2 PSGR
Q9H267	VP33B_HUMAN	VPS33B
Q9H269	VPS16_HUMAN	VPS16
Q9H270	VPS11_HUMAN	VPS11 RNF108 PP3476
Q9H2B2	SYT4_HUMAN	SYT4 KIAA1342
Q9H2D1	MFTC_HUMAN	SLC25A32 MFT MFTC
Q9H2D6	TARA_HUMAN	TRIOBP KIAA1662 TARA HRIHFB2122
Q9H2F5	EPC1_HUMAN	EPC1
Q9H2G4	TSYL2_HUMAN	TSPYL2 CDA1 DENTT TSPX HRIHFB2216
Q9H2G9	GO45_HUMAN	BLZF1 JEM1
Q9H2J4	PDCL3_HUMAN	PDCL3 PhLP2A VIAF1
Q9H2K2	TNKS2_HUMAN	TNKS2 PARP5B TANK2 TNKL
Q9H2M9	RBGPR_HUMAN	RAB3GAP2 KIAA0839
Q9H2S1	KCNN2_HUMAN	KCNN2
Q9H2U1	DHX36_HUMAN	DHX36 DDX36 KIAA1488 MLEL1 RHAU
Q9H2W6	RM46_HUMAN	MRPL46 C15orf4 LIECG2
Q9H2X6	HIPK2_HUMAN	HIPK2
Q9H305	CDIP1_HUMAN	CDIP1 C16orf5 CDIP LITAFL
Q9H310	RHBG_HUMAN	RHBG
Q9H329	E41LB_HUMAN	EPB41L4B EHM2 LULU2
Q9H334	FOXP1_HUMAN	FOXP1 HSPC215
Q9H361	PABP3_HUMAN	PABPC3 PABP3 PABPL3
Q9H3D4	P63_HUMAN	TP63 KET P63 P73H P73L TP73L
Q9H3F6	BACD3_HUMAN	KCTD10 ULR061 MSTP028
Q9H3K2	GHITM_HUMAN	GHITM DERP2 MICS1 TMBIM5 My021 UNQ244/PRO281
Q9H3K6	BOLA2_HUMAN	BOLA2 BOLA2A My016; BOLA2B
Q9H3L0	MMAD_HUMAN	MMADHC C2orf25 CL25022 HSPC161 My011
Q9H3P2	NELFA_HUMAN	NELFA WHSC2 P/OKcl.15
Q9H3P7	GCP60_HUMAN	ACBD3 GCP60 GOCAP1 GOLPH1
Q9H3Q1	BORG4_HUMAN	CDC42EP4 BORG4 CEP4
Q9H3R5	CENPH_HUMAN	CENPH ICEN35
Q9H3S1	SEM4A_HUMAN	SEMA4A SEMAB SEMB UNQ783/PRO1317
Q9H3S3	TMPS5_HUMAN	TMPRSS5
Q9H3S7	PTN23_HUMAN	PTPN23 KIAA1471
Q9H3U1	UN45A_HUMAN	UNC45A SMAP1
Q9H3Z4	DNJC5_HUMAN	DNAJC5 CLN4
Q9H410	DSN1_HUMAN	DSN1 C20orf172 MIS13
Q9H422	HIPK3_HUMAN	HIPK3 DYRK6 FIST3 PKY
Q9H425	CA198_HUMAN	C1orf198
Q9H444	CHM4B_HUMAN	CHMP4B C20orf178 SHAX1
Q9H467	CUED2_HUMAN	CUEDC2 C10orf66 HOYS6
Q9H488	OFUT1_HUMAN	POFUT1 FUT12 KIAA0180
Q9H490	PIGU_HUMAN	PIGU CDC91L1 PSEC0205 UNQ3055/PRO9875
Q9H492	MLP3A_HUMAN	MAP1LC3A
Q9H497	TOR3A_HUMAN	TOR3A ADIR
Q9H4A3	WNK1_HUMAN	WNK1 HSN2 KDP KIAA0344 PRKWNK1
Q9H4A6	GOLP3_HUMAN	GOLPH3 GPP34
Q9H4B4	PLK3_HUMAN	PLK3 CNK FNK PRK
Q9H4B6	SAV1_HUMAN	SAV1 WW45
Q9H4D5	NXF3_HUMAN	NXF3 TAPL3
Q9H4E5	RHOJ_HUMAN	RHOJ ARHJ RASL7B RHOI TCL
Q9H4E7	DEFI6_HUMAN	DEF6 IBP
Q9H4G0	E41L1_HUMAN	EPB41L1 KIAA0338
Q9H4I2	ZHX3_HUMAN	ZHX3 KIAA0395 TIX1
Q9H4I9	EMRE_HUMAN	SMDT1 C22orf32 EMRE
Q9H4K1	RIBC2_HUMAN	RIBC2 C22orf11
Q9H4L4	SENP3_HUMAN	SENP3 SSP3 SUSP3
Q9H4L5	OSBL3_HUMAN	OSBPL3 KIAA0704 ORP3 OSBP3
Q9H4Q4	PRD12_HUMAN	PRDM12 PFM9
Q9H4W6	COE3_HUMAN	EBF3 COE3
Q9H4X1	RGCC_HUMAN	RGCC C13orf15 RGC32
Q9H4Z3	CAPAM_HUMAN	PCIF1 C20orf67 CAPAM PPP1R121
Q9H553	ALG2_HUMAN	ALG2 UNQ666/PRO1298
Q9H583	HEAT1_HUMAN	HEATR1 BAP28 UTP10
Q9H596	DUS21_HUMAN	DUSP21 LMWDSP21
Q9H5F2	CK001_HUMAN	C11orf1
Q9H5J4	ELOV6_HUMAN	ELOVL6 FACE LCE
Q9H5N1	RABE2_HUMAN	RABEP2 RABPT5B
Q9H5P4	PDZD7_HUMAN	PDZD7 PDZK7
Q9H5Q4	TFB2M_HUMAN	TFB2M NS5ATP5
Q9H5U6	ZCHC4_HUMAN	ZCCHC4
Q9H5V9	CX056_HUMAN	CXorf56
Q9H5X1	CIA2A_HUMAN	CIAO2A CIA2A FAM96A
Q9H5Y7	SLIK6_HUMAN	SLITRK6
Q9H5Z6	F124B_HUMAN	FAM124B
Q9H649	NSUN3_HUMAN	NSUN3 MSTP077 UG0651E06
Q9H668	STN1_HUMAN	STN1 OBFC1
Q9H6A0	DEN2D_HUMAN	DENND2D
Q9H6D3	XKR8_HUMAN	XKR8 XRG8
Q9H6D7	HAUS4_HUMAN	HAUS4 C14orf94
Q9H6E5	STPAP_HUMAN	TUT1 RBM21
Q9H6F5	CCD86_HUMAN	CCDC86 CYCLON
Q9H6H4	REEP4_HUMAN	REEP4 C8orf20 PP432
Q9H6I2	SOX17_HUMAN	SOX17
Q9H6K1	ILRUN_HUMAN	ILRUN C6orf106
Q9H6K4	OPA3_HUMAN	OPA3
Q9H6L5	RETR1_HUMAN	RETREG1 FAM134B JK1
Q9H6Q3	SLAP2_HUMAN	SLA2 C20orf156 SLAP2
Q9H6R0	DHX33_HUMAN	DHX33 DDX33
Q9H6R4	NOL6_HUMAN	NOL6
Q9H6R6	ZDHC6_HUMAN	ZDHHC6 ZNF376
Q9H6S0	YTDC2_HUMAN	YTHDC2
Q9H6S3	ES8L2_HUMAN	EPS8L2 EPS8R2 PP13181
Q9H6T0	ESRP2_HUMAN	ESRP2 RBM35B PP7059
Q9H6T3	RPAP3_HUMAN	RPAP3
Q9H6U6	BCAS3_HUMAN	BCAS3
Q9H6W3	RIOX1_HUMAN	RIOX1 C14orf169 MAPJD NO66
Q9H6Z4	RANB3_HUMAN	RANBP3
Q9H6Z9	EGLN3_HUMAN	EGLN3
Q9H773	DCTP1_HUMAN	DCTPP1 XTP3TPA CDA03
Q9H777	RNZ1_HUMAN	ELAC1 D29
Q9H788	SH24A_HUMAN	SH2D4A PPP1R38 SH2A
Q9H790	EXO5_HUMAN	EXO5 C1orf176 DEM1
Q9H792	PEAK1_HUMAN	PEAK1 KIAA2002
Q9H7B2	RPF2_HUMAN	RPF2 BXDC1
Q9H7B4	SMYD3_HUMAN	SMYD3 ZMYND1 ZNFN3A1
Q9H7D0	DOCK5_HUMAN	DOCK5
Q9H7D7	WDR26_HUMAN	WDR26 CDW2 MIP2 PRO0852
Q9H7E2	TDRD3_HUMAN	TDRD3
Q9H7H0	MET17_HUMAN	METTL17 METT11D1
Q9H7L9	SDS3_HUMAN	SUDS3 SAP45 SDS3
Q9H7M9	VISTA_HUMAN	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412
Q9H7P6	MB12B_HUMAN	MVB12B C9orf28 FAM125B
Q9H7S9	ZN703_HUMAN	ZNF703 ZEPPO1 ZPO1
Q9H7T9	AUNIP_HUMAN	AUNIP C1orf135
Q9H7Z6	KAT8_HUMAN	KAT8 MOF MYST1 PP7073
Q9H7Z7	PGES2_HUMAN	PTGES2 C9orf15 PGES2
Q9H814	PHAX_HUMAN	PHAX RNUXA
Q9H816	DCR1B_HUMAN	DCLRE1B SNM1B
Q9H832	UBE2Z_HUMAN	UBE2Z HOYS7
Q9H840	GEMI7_HUMAN	GEMIN7
Q9H845	ACAD9_HUMAN	ACAD9
Q9H867	MT21D_HUMAN	VCPKMT C14orf138 METTL21D
Q9H869	YYAP1_HUMAN	YY1AP1 HCCA2 YY1AP
Q9H871	RMD5A_HUMAN	RMND5A
Q9H892	TTC12_HUMAN	TTC12
Q9H8H0	NOL11_HUMAN	NOL11 L14
Q9H8H2	DDX31_HUMAN	DDX31
Q9H8M9	EVA1A_HUMAN	EVA1A FAM176A TMEM166 SP24
Q9H8N7	ZN395_HUMAN	ZNF395 HDBP2 PBF
Q9H8P0	PORED_HUMAN	SRD5A3 SRD5A2L
Q9H8S9	MOB1A_HUMAN	MOB1A C2orf6 MOB4B MOBK1B MOBKL1B
Q9H8T0	AKTIP_HUMAN	AKTIP FTS
Q9H8V3	ECT2_HUMAN	ECT2
Q9H8W5	TRI45_HUMAN	TRIM45 RNF99
Q9H8X9	ZDH11_HUMAN	ZDHHC11 ZNF399
Q9H8Y8	GORS2_HUMAN	GORASP2 GOLPH6
Q9H902	REEP1_HUMAN	REEP1 C2orf23 SPG31
Q9H910	JUPI2_HUMAN	JPT2 C16orf34 HN1L L11
Q9H967	WDR76_HUMAN	WDR76
Q9H981	ARP8_HUMAN	ACTR8 ARP8 INO80N
Q9H992	MARH7_HUMAN	MARCHF7 AXOT MARCH7 RNF177
Q9H999	PANK3_HUMAN	PANK3
Q9H9B1	EHMT1_HUMAN	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D
Q9H9B4	SFXN1_HUMAN	SFXN1
Q9H9C1	SPE39_HUMAN	VIPAS39 C14orf133 SPE39 VIPAR
Q9H9D4	ZN408_HUMAN	ZNF408 PFM14 PRDM17
Q9H9E1	ANRA2_HUMAN	ANKRA2 ANKRA
Q9H9F9	ARP5_HUMAN	ACTR5 ARP5
Q9H9H4	VP37B_HUMAN	VPS37B
Q9H9J2	RM44_HUMAN	MRPL44
Q9H9L4	KANL2_HUMAN	KANSL2 C12orf41 NSL2
Q9H9L7	AKIR1_HUMAN	AKIRIN1 C1orf108
Q9H9P5	UNKL_HUMAN	UNKL C16orf28 ZC3H5L ZC3HDC5L
Q9H9P8	L2HDH_HUMAN	L2HGDH C14orf160
Q9H9Q4	NHEJ1_HUMAN	NHEJ1 XLF
Q9H9S0	NANOG_HUMAN	NANOG
Q9H9S5	FKRP_HUMAN	FKRP
Q9H9T3	ELP3_HUMAN	ELP3
Q9H9Y2	RPF1_HUMAN	RPF1 BXDC5
Q9H9Y6	RPA2_HUMAN	POLR1B
Q9H9Z2	LN28A_HUMAN	LIN28A CSDD1 LIN28 ZCCHC1
Q9HA38	ZMAT3_HUMAN	ZMAT3 PAG608 WIG1
Q9HA65	TBC17_HUMAN	TBC1D17
Q9HAB3	S52A2_HUMAN	SLC52A2 GPR172A PAR1 RFT3
Q9HAC7	SUCHY_HUMAN	SUGCT C7orf10 DERP13
Q9HAF1	EAF6_HUMAN	MEAF6 C1orf149 CENP-28 EAF6
Q9HAJ7	SP30L_HUMAN	SAP30L NS4ATP2
Q9HAN9	NMNA1_HUMAN	NMNAT1 NMNAT
Q9HAT0	ROP1A_HUMAN	ROPN1 ROPN1A
Q9HAU0	PKHA5_HUMAN	PLEKHA5 KIAA1686 PEPP2
Q9HAU5	RENT2_HUMAN	UPF2 KIAA1408 RENT2
Q9HAV4	XPO5_HUMAN	XPO5 KIAA1291 RANBP21
Q9HAV7	GRPE1_HUMAN	GRPEL1 GREPEL1
Q9HAW4	CLSPN_HUMAN	CLSPN
Q9HAW7	UD17_HUMAN	UGT1A7 GNT1 UGT1
Q9HAW8	UD110_HUMAN	UGT1A10 GNT1 UGT1
Q9HAZ2	PRD16_HUMAN	PRDM16 KIAA1675 MEL1 PFM13
Q9HB03	ELOV3_HUMAN	ELOVL3 CIG30
Q9HB09	B2L12_HUMAN	BCL2L12 BPR
Q9HB20	PKHA3_HUMAN	PLEKHA3 FAPP1
Q9HB21	PKHA1_HUMAN	PLEKHA1 TAPP1
Q9HB58	SP110_HUMAN	SP110
Q9HB65	ELL3_HUMAN	ELL3
Q9HB71	CYBP_HUMAN	CACYBP S100A6BP SIP PNAS-107
Q9HB75	PIDD1_HUMAN	PIDD1 LRDD PIDD
Q9HB90	RRAGC_HUMAN	RRAGC
Q9HBA0	TRPV4_HUMAN	TRPV4 VRL2 VROAC
Q9HBF4	ZFYV1_HUMAN	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436
Q9HBG4	VPP4_HUMAN	ATP6V0A4 ATP6N1B ATP6N2
Q9HBG6	IF122_HUMAN	IFT122 SPG WDR10 WDR140
Q9HBG7	LY9_HUMAN	LY9 CDABP0070
Q9HBH1	DEFM_HUMAN	PDF PDF1A
Q9HBH5	RDH14_HUMAN	RDH14 PAN2 SDR7C4 UNQ529/PRO1072
Q9HBJ8	CLTRN_HUMAN	CLTRN TMEM27 UNQ679/PRO1312
Q9HBL8	NMRL1_HUMAN	NMRAL1 HSCARG
Q9HBM0	VEZA_HUMAN	VEZT
Q9HBM1	SPC25_HUMAN	SPC25 SPBC25 AD024
Q9HBR0	S38AA_HUMAN	SLC38A10 PP1744
Q9HBU6	EKI1_HUMAN	ETNK1 EKI1
Q9HBZ2	ARNT2_HUMAN	ARNT2 BHLHE1 KIAA0307
Q9HC07	TM165_HUMAN	TMEM165 TPARL
Q9HC21	TPC_HUMAN	SLC25A19 DNC MUP1
Q9HC29	NOD2_HUMAN	NOD2 CARD15 IBD1
Q9HC36	MRM3_HUMAN	MRM3 RNMTL1 HC90
Q9HC52	CBX8_HUMAN	CBX8 PC3 RC1
Q9HC62	SENP2_HUMAN	SENP2 KIAA1331
Q9HC77	CENPJ_HUMAN	CENPJ CPAP LAP LIP1
Q9HC78	ZBT20_HUMAN	ZBTB20 DPZF ZNF288
Q9HC96	CAN10_HUMAN	CAPN10 KIAA1845
Q9HC98	NEK6_HUMAN	NEK6
Q9HCC0	MCCB_HUMAN	MCCC2 MCCB
Q9HCC9	LST2_HUMAN	ZFYVE28 KIAA1643 LST2
Q9HCD5	NCOA5_HUMAN	NCOA5 KIAA1637
Q9HCE0	EPG5_HUMAN	EPG5 KIAA1632
Q9HCE1	MOV10_HUMAN	MOV10 KIAA1631
Q9HCE5	MET14_HUMAN	METTL14 KIAA1627
Q9HCE7	SMUF1_HUMAN	SMURF1 KIAA1625
Q9HCE9	ANO8_HUMAN	ANO8 KIAA1623 TMEM16H
Q9HCG8	CWC22_HUMAN	CWC22 KIAA1604 NCM
Q9HCH0	NCK5L_HUMAN	NCKAP5L CEP169 KIAA1602 FP1193
Q9HCH5	SYTL2_HUMAN	SYTL2 KIAA1597 SGA72M SLP2 SLP2A
Q9HCK5	AGO4_HUMAN	AGO4 EIF2C4 KIAA1567
Q9HCK8	CHD8_HUMAN	CHD8 HELSNF1 KIAA1564
Q9HCM4	E41L5_HUMAN	EPB41L5 KIAA1548
Q9HCM9	TRI39_HUMAN	TRIM39 RNF23 TFP
Q9HCN4	GPN1_HUMAN	GPN1 MBDIN RPAP4 XAB1 HUSSY-23
Q9HCP0	KC1G1_HUMAN	CSNK1G1
Q9HCS4	TF7L1_HUMAN	TCF7L1 TCF3
Q9HCS7	SYF1_HUMAN	XAB2 HCNP KIAA1177 SYF1 PP3898
Q9HCU5	PREB_HUMAN	PREB SEC12
Q9HCU8	DPOD4_HUMAN	POLD4 POLDS
Q9HCU9	BRMS1_HUMAN	BRMS1
Q9HCY8	S10AE_HUMAN	S100A14 S100A15
Q9HD15	SRA1_HUMAN	SRA1 PP7684
Q9HD23	MRS2_HUMAN	MRS2 HPT MRS2L
Q9HD26	GOPC_HUMAN	GOPC CAL FIG
Q9HD33	RM47_HUMAN	MRPL47 NCM1 CGI-204
Q9HD36	B2L10_HUMAN	BCL2L10 BCLB
